Temperature_Internal,Humidity_Internal,Temperature_External,Moisture_A,Moisture_B,Moisture_C,Time
1,1,0,20,421,35,2014-04-26 08:10:13
1,1,0,19,410,31,2014-04-26 09:00:50
1,1,0,26,451,60,2014-04-26 09:51:27
1,1,0,18,415,39,2014-04-26 10:42:05
1,1,0,21,435,44,2014-04-26 11:32:41
1,1,0,17,421,41,2014-04-26 12:23:17
1,1,0,24,459,57,2014-04-26 13:13:52
1,1,0,9,389,28,2014-04-26 14:04:33
1,1,0,20,386,9,2014-04-26 14:55:09
1,1,0,17,419,32,2014-04-26 15:45:45
1,1,0,19,408,30,2014-04-26 16:36:22
1,1,0,24,460,76,2014-04-26 17:26:58
1,1,0,15,427,47,2014-04-26 18:17:36
1,1,0,14,382,6,2014-04-26 19:08:13
1,1,0,25,458,55,2014-04-26 19:58:51
1,1,0,25,423,48,2014-04-26 20:49:28
1,1,0,14,383,3,2014-04-26 21:40:06
1,1,0,20,437,52,2014-04-26 22:30:41
1,1,0,22,408,35,2014-04-26 23:21:17
1,1,0,20,405,8,2014-04-27 00:11:52
1,1,0,24,427,34,2014-04-27 01:02:28
1,1,0,27,444,53,2014-04-27 01:53:04
1,1,0,25,444,43,2014-04-27 02:43:43
1,1,0,17,401,12,2014-04-27 03:34:20
1,1,0,24,448,46,2014-04-27 04:24:57
1,1,0,21,412,22,2014-04-27 05:15:33
1,1,0,24,448,48,2014-04-27 06:06:10
1,1,0,24,448,40,2014-04-27 06:56:49
1,1,0,23,442,44,2014-04-27 07:47:24
1,1,0,19,447,39,2014-04-27 08:38:01
1,1,0,16,373,0,2014-04-27 09:28:36
1,1,0,23,450,45,2014-04-27 10:19:13
1,1,0,31,452,68,2014-04-27 11:09:50
1,1,0,25,471,45,2014-04-27 12:00:28
1,1,0,17,502,69,2014-04-27 12:51:04
1,1,0,24,448,31,2014-04-27 13:41:40
1,1,0,24,491,72,2014-04-27 14:32:17
1,1,0,15,395,17,2014-04-27 15:22:52
1,1,0,25,457,43,2014-04-27 16:13:31
1,1,0,36,511,57,2014-04-27 17:04:07
1,1,0,25,450,41,2014-04-27 17:54:43
1,1,0,30,452,37,2014-04-27 18:45:21
1,1,0,34,461,45,2014-04-27 19:35:57
1,1,0,21,456,41,2014-04-27 20:26:34
1,1,0,29,475,42,2014-04-27 21:17:11
1,1,0,27,457,38,2014-04-27 22:07:47
1,1,0,26,453,35,2014-04-27 22:58:23
1,1,0,24,460,45,2014-04-27 23:49:01
1,1,0,27,459,40,2014-04-28 00:39:37
1,1,0,28,500,57,2014-04-28 01:30:16
1,1,0,50,513,211,2014-04-28 02:20:55
1,1,0,44,493,183,2014-04-28 03:11:32
1,1,0,41,504,207,2014-04-28 04:02:08
1,1,0,53,509,225,2014-04-28 04:52:47
1,1,0,48,518,243,2014-04-28 05:43:23
1,1,0,50,513,251,2014-04-28 06:34:02
1,1,0,50,509,206,2014-04-28 07:24:39
1,1,0,43,526,205,2014-04-28 08:15:17
1,1,0,57,525,182,2014-04-28 09:05:56
1,1,0,43,536,187,2014-04-28 09:56:32
1,1,0,51,533,190,2014-04-28 10:47:08
1,1,0,55,525,225,2014-04-28 11:37:44
1,1,0,50,531,226,2014-04-28 12:28:21
1,1,0,57,526,220,2014-04-28 13:18:59
1,1,0,42,520,207,2014-04-28 14:09:37
1,1,0,51,526,234,2014-04-28 15:00:14
1,1,0,48,537,257,2014-04-28 15:50:52
1,1,0,55,535,236,2014-04-28 16:41:29
1,1,0,65,527,234,2014-04-28 17:32:06
1,1,0,58,550,255,2014-04-28 18:22:44
1,1,0,54,547,239,2014-04-28 19:13:22
1,1,0,57,553,257,2014-04-28 20:04:01
1,1,0,54,541,249,2014-04-28 20:54:38
1,1,0,60,572,240,2014-04-28 21:45:14
1,1,0,56,563,240,2014-04-28 22:35:53
1,1,0,48,563,176,2014-04-28 23:26:30
1,1,0,56,570,174,2014-04-29 00:17:08
1,1,0,52,529,166,2014-04-29 01:07:44
1,1,0,59,529,198,2014-04-29 01:58:21
1,1,0,55,511,204,2014-04-29 02:48:59
1,1,0,53,528,226,2014-04-29 03:39:37
1,1,0,55,517,242,2014-04-29 04:30:14
1,1,0,57,533,258,2014-04-29 05:20:50
1,1,0,59,536,269,2014-04-29 06:11:28
1,1,0,68,534,301,2014-04-29 07:02:04
1,1,0,61,536,297,2014-04-29 07:52:42
1,1,0,57,541,256,2014-04-29 08:43:19
1,1,0,54,522,231,2014-04-29 09:33:55
1,1,0,60,537,239,2014-04-29 10:24:33
1,1,0,49,511,224,2014-04-29 11:15:09
1,1,0,56,538,227,2014-04-29 12:05:47
1,1,0,56,540,208,2014-04-29 12:56:23
1,1,0,53,536,206,2014-04-29 13:46:59
1,1,0,56,539,199,2014-04-29 14:37:37
1,1,0,57,533,216,2014-04-29 15:28:13
1,1,0,46,525,204,2014-04-29 16:18:51
1,1,0,47,537,229,2014-04-29 17:09:28
1,1,0,51,526,205,2014-04-29 18:00:03
1,1,0,54,531,261,2014-04-29 18:50:40
1,1,0,53,530,262,2014-04-29 19:41:16
1,1,0,52,518,258,2014-04-29 20:31:56
1,1,0,55,520,284,2014-04-29 21:22:32
1,1,0,52,518,303,2014-04-29 22:13:09
1,1,0,0,0,0,2014-05-15 15:15:46
1,1,0,0,0,0,2014-05-15 15:16:26
1,1,0,0,0,0,2014-05-15 15:17:06
1,1,0,0,0,0,2014-05-15 15:17:45
1,1,0,0,0,0,2014-05-15 15:18:25
1,1,0,0,0,0,2014-05-15 15:19:06
1,1,0,0,0,0,2014-05-15 16:16:08
1,1,0,0,0,0,2014-05-15 16:16:48
1,1,0,61,349,256,2014-05-15 21:07:39
1,1,0,50,365,243,2014-05-15 21:58:17
1,1,0,51,376,251,2014-05-15 22:48:52
1,1,0,51,384,227,2014-05-15 23:39:30
1,1,0,49,444,248,2014-05-16 00:30:07
1,1,0,49,439,240,2014-05-16 01:20:45
1,1,0,49,414,270,2014-05-16 02:11:24
1,1,0,46,427,267,2014-05-16 03:02:02
1,1,0,49,402,281,2014-05-16 03:52:41
1,1,0,47,420,280,2014-05-16 04:43:19
1,1,0,52,443,283,2014-05-16 05:33:58
1,1,0,60,628,303,2014-05-16 06:24:36
1,1,0,63,638,304,2014-05-16 07:15:13
1,1,0,68,627,302,2014-05-16 08:05:49
1,1,0,71,639,328,2014-05-16 08:56:28
1,1,0,54,615,248,2014-05-16 09:47:06
1,1,0,72,628,318,2014-05-16 10:37:43
1,1,0,57,603,271,2014-05-16 11:28:21
1,1,0,61,617,312,2014-05-16 12:18:57
1,1,0,53,601,272,2014-05-16 13:09:33
1,1,0,67,613,302,2014-05-16 14:00:11
1,1,0,50,580,282,2014-05-16 14:50:48
1,1,0,0,0,0,2014-05-16 15:34:28
1,1,0,0,0,0,2014-05-16 15:35:07
1,1,0,0,0,0,2014-05-16 15:35:46
1,1,0,0,0,0,2014-05-16 15:39:39
1,1,0,0,0,0,2014-05-16 15:40:19
1,1,0,0,0,0,2014-05-16 15:40:59
1,1,0,65,613,309,2014-05-16 15:41:24
1,1,0,0,0,0,2014-05-16 15:41:39
1,1,0,0,0,0,2014-05-16 15:42:20
1,1,0,0,0,0,2014-05-16 15:42:59
1,1,0,0,0,0,2014-05-16 15:43:39
1,1,0,0,0,0,2014-05-16 15:44:19
1,1,0,0,0,0,2014-05-16 15:44:59
1,1,0,0,0,0,2014-05-16 15:45:39
1,1,0,0,0,0,2014-05-16 15:46:19
1,1,0,0,0,0,2014-05-16 15:46:59
1,1,0,0,0,0,2014-05-16 15:47:39
1,1,0,0,0,0,2014-05-16 15:48:26
1,1,0,0,0,0,2014-05-16 15:48:59
1,1,0,0,0,0,2014-05-16 15:49:39
1,1,0,0,0,0,2014-05-16 15:50:19
1,1,0,0,0,0,2014-05-16 15:50:59
1,1,0,0,0,0,2014-05-16 15:51:39
1,1,0,0,0,0,2014-05-16 15:52:19
1,1,0,0,0,0,2014-05-16 15:53:00
1,1,0,0,0,0,2014-05-16 15:53:40
1,1,0,0,0,0,2014-05-16 15:54:19
1,1,0,0,0,0,2014-05-16 15:54:59
1,1,0,0,0,0,2014-05-16 15:55:39
1,1,0,0,0,0,2014-05-16 15:56:19
1,1,0,0,0,0,2014-05-16 15:57:00
1,1,0,0,0,0,2014-05-16 15:57:39
1,1,0,0,0,0,2014-05-16 15:58:19
1,1,0,0,0,0,2014-05-16 15:58:59
1,1,0,0,0,0,2014-05-16 15:59:39
1,1,0,0,0,0,2014-05-16 16:00:19
1,1,0,0,0,0,2014-05-16 16:00:59
1,1,0,0,0,0,2014-05-16 16:01:39
1,1,0,0,0,0,2014-05-16 16:02:19
1,1,0,0,0,0,2014-05-16 16:02:59
1,1,0,0,0,0,2014-05-16 16:03:40
1,1,0,0,0,0,2014-05-16 16:04:19
1,1,0,0,0,0,2014-05-16 16:04:59
1,1,0,0,0,0,2014-05-16 16:05:39
1,1,0,0,0,0,2014-05-16 16:06:19
1,1,0,0,0,0,2014-05-16 16:07:00
1,1,0,0,0,0,2014-05-16 16:07:39
1,1,0,0,0,0,2014-05-16 16:08:19
1,1,0,0,0,0,2014-05-16 16:08:59
1,1,0,0,0,0,2014-05-16 16:09:39
1,1,0,0,0,0,2014-05-16 16:10:20
1,1,0,0,0,0,2014-05-16 16:10:59
1,1,0,0,0,0,2014-05-16 16:11:39
1,1,0,0,0,0,2014-05-16 16:12:20
1,1,0,0,0,0,2014-05-16 16:12:59
1,1,0,0,0,0,2014-05-16 16:13:39
1,1,0,0,0,0,2014-05-16 16:14:19
1,1,0,0,0,0,2014-05-16 16:14:59
1,1,0,0,0,0,2014-05-16 16:15:40
1,1,0,0,0,0,2014-05-16 16:16:20
1,1,0,0,0,0,2014-05-16 16:16:59
1,1,0,0,0,0,2014-05-16 16:17:40
1,1,0,0,0,0,2014-05-16 16:18:20
1,1,0,0,0,0,2014-05-16 16:19:00
1,1,0,0,0,0,2014-05-16 16:19:39
1,1,0,0,0,0,2014-05-16 16:20:19
1,1,0,0,0,0,2014-05-16 16:20:59
1,1,0,0,0,0,2014-05-16 16:21:40
1,1,0,0,0,0,2014-05-16 16:22:20
1,1,0,0,0,0,2014-05-16 16:22:59
1,1,0,0,0,0,2014-05-16 16:23:39
1,1,0,0,0,0,2014-05-16 16:24:19
1,1,0,0,0,0,2014-05-16 16:24:59
1,1,0,0,0,0,2014-05-16 16:25:39
1,1,0,0,0,0,2014-05-16 16:26:19
1,1,0,0,0,0,2014-05-16 16:26:59
1,1,0,0,0,0,2014-05-16 16:27:40
1,1,0,0,0,0,2014-05-16 16:28:19
1,1,0,0,0,0,2014-05-16 16:29:00
1,1,0,0,0,0,2014-05-16 16:29:39
1,1,0,0,0,0,2014-05-16 16:30:19
1,1,0,0,0,0,2014-05-16 16:30:59
1,1,0,0,0,0,2014-05-16 16:31:40
1,1,0,61,607,306,2014-05-16 16:32:02
1,1,0,0,0,0,2014-05-16 16:32:19
1,1,0,0,0,0,2014-05-16 16:32:59
1,1,0,0,0,0,2014-05-16 16:33:40
1,1,0,0,0,0,2014-05-16 16:34:20
1,1,0,0,0,0,2014-05-16 16:35:01
1,1,0,0,0,0,2014-05-16 16:35:39
1,1,0,0,0,0,2014-05-16 16:36:19
1,1,0,0,0,0,2014-05-16 16:36:59
1,1,0,0,0,0,2014-05-16 16:37:39
1,1,0,0,0,0,2014-05-16 16:38:19
1,1,0,0,0,0,2014-05-16 16:39:00
1,1,0,0,0,0,2014-05-16 16:39:39
1,1,0,0,0,0,2014-05-16 16:40:19
1,1,0,0,0,0,2014-05-16 16:41:00
1,1,0,0,0,0,2014-05-16 16:41:40
1,1,0,0,0,0,2014-05-16 16:42:20
1,1,0,0,0,0,2014-05-16 16:43:00
1,1,0,0,0,0,2014-05-16 16:43:39
1,1,0,0,0,0,2014-05-16 16:44:20
1,1,0,0,0,0,2014-05-16 16:44:59
1,1,0,0,0,0,2014-05-16 16:45:40
1,1,0,0,0,0,2014-05-16 16:46:19
1,1,0,0,0,0,2014-05-16 16:47:00
1,1,0,0,0,0,2014-05-16 16:47:40
1,1,0,0,0,0,2014-05-16 16:48:19
1,1,0,0,0,0,2014-05-16 16:48:59
1,1,0,0,0,0,2014-05-16 16:49:39
1,1,0,0,0,0,2014-05-16 16:50:19
1,1,0,0,0,0,2014-05-16 16:50:59
1,1,0,0,0,0,2014-05-16 16:51:40
1,1,0,0,0,0,2014-05-16 16:52:20
1,1,0,0,0,0,2014-05-16 16:53:00
1,1,0,0,0,0,2014-05-16 16:53:39
1,1,0,0,0,0,2014-05-16 16:54:19
1,1,0,0,0,0,2014-05-16 16:55:00
1,1,0,0,0,0,2014-05-16 16:55:40
1,1,0,0,0,0,2014-05-16 16:56:20
1,1,0,0,0,0,2014-05-16 16:56:59
1,1,0,0,0,0,2014-05-16 16:57:39
1,1,0,0,0,0,2014-05-16 16:58:20
1,1,0,0,0,0,2014-05-16 16:59:00
1,1,0,0,0,0,2014-05-16 16:59:40
1,1,0,0,0,0,2014-05-16 17:00:20
1,1,0,0,0,0,2014-05-16 17:01:00
1,1,0,0,0,0,2014-05-16 17:01:40
1,1,0,0,0,0,2014-05-16 17:02:20
1,1,0,0,0,0,2014-05-16 17:03:00
1,1,0,0,0,0,2014-05-16 17:03:40
1,1,0,0,0,0,2014-05-16 17:04:20
1,1,0,0,0,0,2014-05-16 17:05:00
1,1,0,0,0,0,2014-05-16 17:05:40
1,1,0,0,0,0,2014-05-16 17:06:20
1,1,0,0,0,0,2014-05-16 17:07:00
1,1,0,0,0,0,2014-05-16 17:07:40
1,1,0,0,0,0,2014-05-16 17:08:20
1,1,0,0,0,0,2014-05-16 17:09:00
1,1,0,0,0,0,2014-05-16 17:09:40
1,1,0,0,0,0,2014-05-16 17:10:20
1,1,0,0,0,0,2014-05-16 17:10:59
1,1,0,0,0,0,2014-05-16 17:11:39
1,1,0,0,0,0,2014-05-16 17:12:20
1,1,0,0,0,0,2014-05-16 17:13:00
1,1,0,0,0,0,2014-05-16 17:13:40
1,1,0,0,0,0,2014-05-16 17:14:19
1,1,0,0,0,0,2014-05-16 17:14:59
1,1,0,0,0,0,2014-05-16 17:15:40
1,1,0,0,0,0,2014-05-16 17:16:20
1,1,0,0,0,0,2014-05-16 17:17:00
1,1,0,0,0,0,2014-05-16 17:17:40
1,1,0,0,0,0,2014-05-16 17:18:20
1,1,0,0,0,0,2014-05-16 17:18:59
1,1,0,0,0,0,2014-05-16 17:19:40
1,1,0,0,0,0,2014-05-16 17:20:20
1,1,0,0,0,0,2014-05-16 17:21:00
1,1,0,0,0,0,2014-05-16 17:21:40
1,1,0,0,0,0,2014-05-16 17:22:20
1,1,0,58,654,328,2014-05-16 17:22:38
1,1,0,0,0,0,2014-05-16 17:23:00
1,1,0,0,0,0,2014-05-16 17:23:40
1,1,0,0,0,0,2014-05-16 17:24:20
1,1,0,0,0,0,2014-05-16 17:25:00
1,1,0,0,0,0,2014-05-16 17:25:40
1,1,0,0,0,0,2014-05-16 17:26:20
1,1,0,0,0,0,2014-05-16 17:26:59
1,1,0,0,0,0,2014-05-16 17:27:39
1,1,0,0,0,0,2014-05-16 17:28:20
1,1,0,0,0,0,2014-05-16 17:29:00
1,1,0,0,0,0,2014-05-16 17:29:39
1,1,0,0,0,0,2014-05-16 17:30:19
1,1,0,0,0,0,2014-05-16 17:31:00
1,1,0,0,0,0,2014-05-16 17:31:39
1,1,0,0,0,0,2014-05-16 17:32:20
1,1,0,0,0,0,2014-05-16 17:32:59
1,1,0,0,0,0,2014-05-16 17:33:39
1,1,0,0,0,0,2014-05-16 17:34:20
1,1,0,0,0,0,2014-05-16 17:34:59
1,1,0,0,0,0,2014-05-16 17:35:39
1,1,0,0,0,0,2014-05-16 17:36:20
1,1,0,0,0,0,2014-05-16 17:37:00
1,1,0,0,0,0,2014-05-16 17:37:40
1,1,0,0,0,0,2014-05-16 17:38:19
1,1,0,0,0,0,2014-05-16 17:38:59
1,1,0,0,0,0,2014-05-16 17:39:40
1,1,0,0,0,0,2014-05-16 17:40:20
1,1,0,0,0,0,2014-05-16 17:41:00
1,1,0,0,0,0,2014-05-16 17:41:40
1,1,0,0,0,0,2014-05-16 17:42:20
1,1,0,0,0,0,2014-05-16 17:43:00
1,1,0,0,0,0,2014-05-16 17:43:39
1,1,0,0,0,0,2014-05-16 17:44:19
1,1,0,0,0,0,2014-05-16 17:45:00
1,1,0,0,0,0,2014-05-16 17:45:40
1,1,0,0,0,0,2014-05-16 17:46:20
1,1,0,0,0,0,2014-05-16 17:47:00
1,1,0,0,0,0,2014-05-16 17:47:40
1,1,0,0,0,0,2014-05-16 17:48:20
1,1,0,0,0,0,2014-05-16 17:49:00
1,1,0,0,0,0,2014-05-16 17:49:40
1,1,0,0,0,0,2014-05-16 17:50:20
1,1,0,0,0,0,2014-05-16 17:50:59
1,1,0,0,0,0,2014-05-16 17:51:40
1,1,0,0,0,0,2014-05-16 17:52:19
1,1,0,0,0,0,2014-05-16 17:53:00
1,1,0,0,0,0,2014-05-16 17:53:40
1,1,0,0,0,0,2014-05-16 17:54:20
1,1,0,0,0,0,2014-05-16 17:54:59
1,1,0,0,0,0,2014-05-16 17:55:39
1,1,0,0,0,0,2014-05-16 17:56:20
1,1,0,0,0,0,2014-05-16 17:56:59
1,1,0,0,0,0,2014-05-16 17:57:40
1,1,0,0,0,0,2014-05-16 17:58:19
1,1,0,0,0,0,2014-05-16 17:59:00
1,1,0,0,0,0,2014-05-16 17:59:40
1,1,0,0,0,0,2014-05-16 18:00:20
1,1,0,0,0,0,2014-05-16 18:01:00
1,1,0,0,0,0,2014-05-16 18:01:39
1,1,0,0,0,0,2014-05-16 18:02:20
1,1,0,0,0,0,2014-05-16 18:02:59
1,1,0,0,0,0,2014-05-16 18:03:40
1,1,0,0,0,0,2014-05-16 18:04:20
1,1,0,0,0,0,2014-05-16 18:05:00
1,1,0,0,0,0,2014-05-16 18:05:40
1,1,0,0,0,0,2014-05-16 18:06:20
1,1,0,0,0,0,2014-05-16 18:07:00
1,1,0,0,0,0,2014-05-16 18:07:40
1,1,0,0,0,0,2014-05-16 18:08:20
1,1,0,0,0,0,2014-05-16 18:09:00
1,1,0,0,0,0,2014-05-16 18:09:40
1,1,0,0,0,0,2014-05-16 18:10:20
1,1,0,0,0,0,2014-05-16 18:10:59
1,1,0,0,0,0,2014-05-16 18:11:39
1,1,0,0,0,0,2014-05-16 18:12:20
1,1,0,0,0,0,2014-05-16 18:12:59
1,1,0,59,608,313,2014-05-16 18:13:17
1,1,0,0,0,0,2014-05-16 18:13:39
1,1,0,0,0,0,2014-05-16 18:14:20
1,1,0,0,0,0,2014-05-16 18:15:00
1,1,0,0,0,0,2014-05-16 18:15:40
1,1,0,0,0,0,2014-05-16 18:16:20
1,1,0,0,0,0,2014-05-16 18:17:00
1,1,0,0,0,0,2014-05-16 18:17:40
1,1,0,0,0,0,2014-05-16 18:18:20
1,1,0,0,0,0,2014-05-16 18:19:00
1,1,0,0,0,0,2014-05-16 18:19:40
1,1,0,0,0,0,2014-05-16 18:20:19
1,1,0,0,0,0,2014-05-16 18:21:00
1,1,0,0,0,0,2014-05-16 18:21:40
1,1,0,0,0,0,2014-05-16 18:22:20
1,1,0,0,0,0,2014-05-16 18:23:00
1,1,0,0,0,0,2014-05-16 18:23:40
1,1,0,0,0,0,2014-05-16 18:24:19
1,1,0,0,0,0,2014-05-16 18:25:00
1,1,0,0,0,0,2014-05-16 18:25:40
1,1,0,0,0,0,2014-05-16 18:26:20
1,1,0,0,0,0,2014-05-16 18:27:00
1,1,0,0,0,0,2014-05-16 18:27:40
1,1,0,0,0,0,2014-05-16 18:28:20
1,1,0,0,0,0,2014-05-16 18:29:00
1,1,0,0,0,0,2014-05-16 18:29:40
1,1,0,0,0,0,2014-05-16 18:30:20
1,1,0,0,0,0,2014-05-16 18:31:00
1,1,0,0,0,0,2014-05-16 18:31:43
1,1,0,0,0,0,2014-05-16 18:32:20
1,1,0,0,0,0,2014-05-16 18:33:00
1,1,0,0,0,0,2014-05-16 18:33:40
1,1,0,0,0,0,2014-05-16 18:34:20
1,1,0,0,0,0,2014-05-16 18:35:00
1,1,0,70,628,304,2014-05-16 19:03:54
1,1,0,65,638,305,2014-05-16 19:54:30
1,1,0,57,630,291,2014-05-16 20:45:07
1,1,0,60,611,274,2014-05-16 21:35:45
1,1,0,54,599,272,2014-05-16 22:26:21
1,1,0,70,629,295,2014-05-16 23:16:58
1,1,0,61,603,287,2014-05-17 00:07:35
1,1,0,63,601,299,2014-05-17 00:58:14
1,1,0,56,592,284,2014-05-17 01:48:51
1,1,0,57,555,280,2014-05-17 02:39:27
1,1,0,51,480,261,2014-05-17 03:30:02
1,1,0,57,501,281,2014-05-17 04:20:40
1,1,0,63,531,291,2014-05-17 05:11:18
1,1,0,52,558,274,2014-05-17 06:01:57
1,1,0,53,507,276,2014-05-17 06:52:36
1,1,0,55,540,290,2014-05-17 07:43:12
1,1,0,55,535,312,2014-05-17 08:33:51
1,1,0,50,489,236,2014-05-17 09:24:29
1,1,0,42,504,286,2014-05-17 10:15:07
1,1,0,34,377,251,2014-05-17 11:05:46
1,1,0,44,488,295,2014-05-17 11:56:23
1,1,0,43,483,297,2014-05-17 12:47:00
1,1,0,43,533,279,2014-05-17 13:37:38
1,1,0,59,535,357,2014-05-17 14:28:13
1,1,0,49,517,331,2014-05-17 15:18:50
1,1,0,57,515,376,2014-05-17 16:09:29
1,1,0,58,515,369,2014-05-17 17:00:09
1,1,0,45,503,347,2014-05-17 17:50:46
1,1,0,64,480,388,2014-05-17 18:41:24
1,1,0,59,483,394,2014-05-17 19:32:01
1,1,0,42,475,314,2014-05-17 20:22:40
1,1,0,56,465,358,2014-05-17 21:13:17
1,1,0,59,476,351,2014-05-17 22:03:56
1,1,0,53,449,289,2014-05-17 22:54:35
1,1,0,53,450,331,2014-05-17 23:45:10
1,1,0,46,437,314,2014-05-18 00:35:47
1,1,0,40,459,294,2014-05-18 01:26:25
1,1,0,34,439,251,2014-05-18 02:17:01
1,1,0,37,418,236,2014-05-18 03:07:37
1,1,0,28,419,222,2014-05-18 03:58:13
1,1,0,33,431,232,2014-05-18 04:48:50
1,1,0,32,438,241,2014-05-18 05:39:27
1,1,0,40,437,253,2014-05-18 06:30:04
1,1,0,26,445,214,2014-05-18 07:20:41
1,1,0,50,443,203,2014-05-18 08:11:18
1,1,0,36,453,337,2014-05-18 09:01:57
1,1,0,39,453,284,2014-05-18 09:52:33
1,1,0,43,461,289,2014-05-18 10:43:09
1,1,0,0,0,0,2014-05-19 19:37:40
1,1,0,0,0,0,2014-05-19 19:37:54
1,1,0,0,0,0,2014-05-19 19:38:10
1,1,0,0,0,0,2014-05-19 19:38:25
1,1,0,0,0,0,2014-05-20 14:23:13
1,1,0,0,0,0,2014-05-20 14:23:47
1,1,0,0,0,0,2014-05-20 20:57:40
1,1,0,0,0,0,2014-05-21 13:28:06
1,1,0,0,0,0,2014-05-21 13:28:36
1,1,0,0,0,0,2014-05-21 13:28:57
1,1,0,0,0,0,2014-05-21 13:29:21
1,1,0,0,0,0,2014-05-21 13:29:46
1,1,0,0,0,0,2014-05-21 13:30:16
1,1,0,0,0,0,2014-05-21 13:30:38
1,1,0,0,0,0,2014-05-21 13:31:10
1,1,0,0,0,0,2014-05-21 13:31:36
1,1,0,0,0,0,2014-05-21 13:31:58
1,1,0,0,0,0,2014-05-21 13:32:20
76.28,38.8,0,0,0,0,2014-05-21 19:30:51
1,1,0,0,0,0,2014-05-21 19:37:48
73.4,39.4,0,0,0,0,2014-05-22 14:14:39
73.4,39.2,0,0,0,0,2014-05-22 14:15:05
73.58,39.4,0,0,0,0,2014-05-22 14:15:28
73.58,39.2,0,0,0,0,2014-05-22 14:15:52
73.76,39.2,0,0,0,0,2014-05-22 14:35:27
74.12,41,0,0,0,0,2014-05-22 16:43:57
74.66,39.6,0,0,0,0,2014-05-22 17:14:58
75.38,39.7,0,0,0,0,2014-05-22 18:08:02
75.56,38.5,0,0,0,0,2014-05-22 18:10:55
75.56,40.7,0,0,0,0,2014-05-22 18:12:18
75.56,40.1,0,0,0,0,2014-05-22 18:19:17
75.02,37.7,0,0,0,0,2014-05-22 18:24:38
75.38,46.7,0,0,0,0,2014-05-22 18:30:14
75.38,40,0,0,0,0,2014-05-22 18:34:52
75.56,38.3,0,0,0,0,2014-05-22 18:42:32
75.38,38.3,0,0,0,0,2014-05-22 18:43:44
75.56,38.8,0,0,0,0,2014-05-22 18:44:57
75.38,38.4,0,0,0,0,2014-05-22 18:46:07
75.2,37.9,0,0,0,0,2014-05-22 18:47:17
75.2,38.8,0,0,0,0,2014-05-22 18:48:31
75.2,38.5,0,0,0,0,2014-05-22 18:49:40
75.2,39,0,0,0,0,2014-05-22 18:50:50
75.38,38,0,0,0,0,2014-05-22 18:52:00
75.2,38.6,0,0,0,0,2014-05-22 18:53:11
75.2,38.3,0,0,0,0,2014-05-22 18:54:24
76.28,37.7,0,0,0,0,2014-05-22 19:48:48
76.1,38,0,0,0,0,2014-05-22 20:16:38
1,1,0,0,0,0,2014-06-11 19:06:30
1,1,0,0,0,0,2014-06-12 13:29:51
1,1,0,0,0,0,2014-06-17 15:47:03
1,1,0,0,0,0,2014-06-17 15:47:39
1,1,0,0,0,0,2014-06-17 15:48:19
1,1,0,0,0,0,2014-06-17 15:48:59
1,1,0,0,0,0,2014-06-17 15:49:40
1,1,0,0,0,0,2014-06-17 15:50:18
1,1,0,0,0,0,2014-06-17 15:51:00
1,1,0,0,0,0,2014-06-17 15:51:39
1,1,0,0,0,0,2014-06-17 15:52:19
1,1,0,0,0,0,2014-06-17 15:52:59
1,1,0,0,0,0,2014-06-17 16:38:12
1,1,0,0,0,0,2014-06-17 17:30:37
1,1,0,0,0,0,2014-06-17 17:31:11
1,1,0,0,0,0,2014-06-17 17:31:49
1,1,0,0,0,0,2014-06-17 17:32:28
1,1,0,0,0,0,2014-06-17 17:33:09
1,1,0,0,0,0,2014-06-17 17:33:53
1,1,0,0,0,0,2014-06-17 17:34:31
1,1,0,0,0,0,2014-06-17 17:35:13
1,1,0,0,0,0,2014-06-17 17:35:49
1,1,0,0,0,0,2014-06-17 17:36:33
1,1,0,0,0,0,2014-06-17 17:37:09
1,1,0,0,0,0,2014-06-17 17:37:49
1,1,0,0,0,0,2014-06-17 17:38:28
1,1,0,0,0,0,2014-06-17 17:39:09
1,1,0,0,0,0,2014-06-17 17:39:49
1,1,0,0,0,0,2014-06-17 17:40:29
1,1,0,0,0,0,2014-06-17 17:41:09
1,1,0,0,0,0,2014-06-17 17:41:49
1,1,0,0,0,0,2014-06-17 17:42:30
1,1,0,0,0,0,2014-06-17 17:43:10
1,1,0,0,0,0,2014-06-17 17:43:51
1,1,0,0,0,0,2014-06-17 17:44:31
1,1,0,0,0,0,2014-06-17 17:45:10
1,1,0,0,0,0,2014-06-17 17:45:52
1,1,0,0,0,0,2014-06-17 17:46:34
1,1,0,0,0,0,2014-06-17 17:47:11
1,1,0,0,0,0,2014-06-17 17:47:50
1,1,0,0,0,0,2014-06-17 17:48:31
1,1,0,0,0,0,2014-06-17 17:49:10
1,1,0,0,0,0,2014-06-17 17:49:50
1,1,0,0,0,0,2014-06-17 17:50:30
1,1,0,0,0,0,2014-06-17 17:51:11
1,1,0,0,0,0,2014-06-17 17:51:50
1,1,0,0,0,0,2014-06-17 17:52:30
1,1,0,0,0,0,2014-06-17 17:53:12
1,1,0,0,0,0,2014-06-17 17:53:49
1,1,0,0,0,0,2014-06-17 17:54:30
1,1,0,0,0,0,2014-06-17 17:55:09
1,1,0,0,0,0,2014-06-17 17:55:49
1,1,0,0,0,0,2014-06-17 17:56:29
1,1,0,0,0,0,2014-06-17 17:57:09
